is_long,price,atr,volume,long_liquidations,short_liquidations,minute_of_session,trvo_relative_volume,trvo_buy_pressure,trvo_oscillator,target_high_tp,sma_trend_1h
0,113484.0,319.85714285714283,43.777816,0.028634,0.028634,255,0.41459275922038713,0.9816753926701571,0.08298092736513217,1,1
0,111146.0,56.857142857142854,11.014528,0.0216819999999999,0.0216819999999999,250,0.0842598024856414,0.20312499999999997,0.13073275195694095,1,1
0,112832.0,154.5,25.168712,0.022852,0.022852,255,0.22893344754213224,0.31782945736434104,-0.02941070612211595,1,1
0,113916.0,276.7857142857143,43.048788,0.235954,0.235954,250,0.3956024700232863,0.022058823529411763,0.07744265980648699,0,1
0,117200.0,164.78571428571428,107.47542,0.030246,0.030246,250,1.232889949971611,0.0,-0.014927888750509271,0,0
0,115937.0,17.642857142857142,7.946196,0.00377,0.00377,245,0.1118724866444074,0.25,0.047915670287310225,0,1
0,115651.0,27.428571428571427,7.598632,0.018674,0.018674,245,0.11394338615356812,0.20481927710843373,0.12738697763035617,1,0
0,112930.0,98.0,30.944716,0.5134559999999999,0.5134559999999999,245,0.5821816574703049,0.6216216216216216,0.005367476148431518,1,1
0,109541.0,60.857142857142854,4.479352,0.0005399999999999,0.0005399999999999,255,0.07638046457090035,0.5517241379310345,0.09802159334583668,0,1
0,113443.0,251.5,168.998436,0.277382,0.277382,255,1.4378068101104833,0.07924528301886792,0.1426944531341533,0,1
0,123359.0,92.92857142857143,24.58048,0.083602,0.083602,250,0.13685408859696097,0.28571428571428575,0.09809354150430614,1,1
0,122207.0,360.64285714285717,125.302104,1.090818,1.090818,250,0.7582102015128726,0.23692307692307693,0.03679809508159279,1,1
0,114727.0,583.0,356.206472,0.4120199999999999,0.4120199999999999,245,5.308210828368555,0.372681281618887,0.005456569046276491,0,1
0,105758.0,387.57142857142856,152.858652,0.450222,0.450222,245,0.9682415123470379,0.28854625550660795,0.11643095175194898,1,1
0,109401.0,330.2142857142857,108.29708,0.421002,0.421002,250,1.0447664289802365,0.544578313253012,0.14921453346835814,0,1
0,113760.0,274.7857142857143,142.5518,1.0793,1.0793,255,1.4842471874625818,0.09174311926605505,0.05789874823800307,0,1
0,107943.0,196.5,76.330344,0.7254959999999999,0.7254959999999999,245,0.5386848707190837,0.48192771084337344,0.1469810954455374,1,1
0,103896.0,210.21428571428572,52.31498800000001,0.095374,0.095374,255,0.6964017587994417,0.0,0.12043227742417117,1,0
0,96122.0,128.78571428571428,31.396096,0.0533139999999999,0.0533139999999999,250,0.6429049571801408,0.1370967741935484,0.03150655945501894,1,1
0,86975.0,236.71428571428572,28.174732,0.044254,0.044254,255,0.22459428639136036,0.7171717171717172,0.037392437182528736,0,1
0,87431.0,141.42857142857142,39.398880000000005,0.415828,0.415828,250,0.45870751625739414,0.1322314049586777,0.07135625130106413,0,1
0,89672.0,84.78571428571429,24.962288,0.164294,0.164294,255,0.3604793913355051,0.12162162162162161,0.021963294126107043,0,1
0,88055.0,219.28571428571428,57.651228,0.035762,0.035762,250,0.8330927105839384,0.568,0.03560985594303648,1,1
0,87578.0,97.35714285714286,38.176068,0.049462,0.049462,255,0.5833531395348092,0.3533834586466165,0.05009876505655301,0,1
0,88884.0,97.14285714285714,27.367908,0.0969339999999999,0.0969339999999999,250,0.9468431099310872,0.03333333333333333,0.012464442555093795,1,1
0,91164.0,72.0,8.059936,0.224086,0.224086,245,0.6898266535729796,0.028571428571428577,0.05817257530107829,0,1
0,92117.0,259.7857142857143,111.74024,4.538794,4.538794,245,6.383890250798632,0.0028653295128939827,0.06548905754739977,0,1
0,95348.0,40.5,8.975916,0.347206,0.347206,245,0.24546604618939752,0.15492957746478872,0.07825636131657916,0,1
0,93010.0,80.78571428571429,3.467036,0.040662,0.040662,255,0.10854906483671324,0.0,0.06678336286809397,1,1
0,87913.0,104.78571428571429,17.382136,0.055986,0.055986,245,0.8781690065181637,0.4342857142857143,0.04740744306517639,1,1
0,87860.0,112.92857142857143,6.685035999999999,0.075466,0.075466,255,0.21137692241032097,0.10909090909090911,0.13425145844825187,0,0
0,90328.0,199.07142857142858,188.473564,0.44966,0.44966,255,6.615300229339176,0.2352941176470588,0.07244400573885812,1,1
0,82695.0,290.7857142857143,8.43098,0.038318,0.038318,255,0.19237478484708298,0.06698564593301436,0.055463688598316775,0,0
0,67259.0,261.14285714285717,112.07754400000002,0.4815439999999999,0.4815439999999999,245,1.3762109214700242,0.18545454545454543,0.0497664699382747,0,1
