timestamp,open,high,low,close,volume
1641308774989,47392.54,47418.0,47332.0,47332.01,2087.905
1641309218234,47332.0,47424.0,47290.79,47299.98,2134.138
1641309505917,47299.99,47320.01,47227.73,47285.01,2116.08
1641309891213,47285.0,47352.81,47240.0,47242.38,2114.491
1641310517855,47242.38,47315.23,47127.47,47142.41,2117.913
1641310786104,47142.39,47184.03,47040.47,47059.9,2123.539
1641311051488,47058.19,47154.6,47013.31,47118.99,2112.354
1641311426680,47119.0,47156.24,46871.6,46871.6,2138.563
1641311830258,46871.59,46934.1,46822.0,46845.2,2133.991
1641312064969,46845.05,46900.0,46770.14,46812.31,2134.656
1641312325635,46812.18,46847.02,46737.0,46800.0,2137.724
1641312725864,46800.0,46904.85,46783.18,46819.91,2135.08
1641312890342,46820.0,46823.49,46635.0,46814.77,2139.51
1641313127487,46814.99,46830.0,46656.02,46656.02,2139.005
1641313719112,46656.01,46793.75,46650.0,46779.99,2111.919
1641314400542,46780.0,46868.32,46759.4,46822.11,2164.234
1641314799900,46822.11,46878.0,46740.2,46746.28,2135.399
1641315601245,46746.23,46875.0,46719.95,46865.77,2137.339
1641316577621,46865.81,46986.54,46852.48,46857.94,2131.133
1641317104750,46857.93,46918.27,46762.15,46904.99,2133.697
1641318002025,46904.99,46925.0,46645.0,46650.49,2139.029
1641319091238,46650.06,46652.71,46520.0,46526.68,2147.5
1641319255395,46526.5,46710.93,46525.15,46685.97,2118.971
1641319825069,46685.96,46719.93,46505.85,46505.85,2168.979
1641320876547,46505.79,46539.57,46295.29,46355.61,2153.783
1641321048805,46356.63,46367.98,46180.82,46197.85,2160.004
1641321134244,46196.98,46332.02,46152.0,46156.94,2162.323
1641321363191,46157.0,46166.54,45934.81,45953.77,2172.283
1641321414844,45953.76,46042.07,45860.0,45893.11,2175.754
1641321503279,45893.09,46025.84,45859.29,45883.32,2175.227
1641321635778,45883.3,45991.73,45871.49,45984.11,2177.831
1641321892793,45984.1,45995.83,45810.0,45836.74,2177.663
1641322067409,45837.32,45919.29,45763.0,45785.56,2182.891
1641322282067,45785.56,45810.04,45599.05,45599.05,2187.491
1641322376989,45599.0,45639.19,45445.57,45561.23,2195.819
1641322388254,45562.45,45836.28,45562.45,45810.92,2186.017
1641322426778,45810.91,45839.32,45677.16,45740.01,2184.156
1641322537156,45740.0,45841.81,45700.0,45749.99,2180.227
1641322748551,45750.0,45759.0,45570.0,45628.91,2194.531
1641322941053,45628.92,45870.0,45607.39,45799.99,2180.595
1641323049763,45800.0,46310.71,45795.94,46175.27,2177.387
1641323135266,46170.0,46237.45,46039.49,46126.6,2165.009
1641323181010,46126.59,46160.0,45955.0,46160.0,2170.87
1641323315381,46159.99,46319.42,46100.0,46254.64,2163.979
1641323485249,46254.63,46450.89,46244.58,46351.54,2156.4
1641323587180,46351.55,46390.0,46180.09,46180.09,2154.302
1641323806100,46180.03,46426.83,46107.68,46395.42,2167.981
1641323994509,46395.37,46436.16,46211.42,46336.28,2159.992
1641324317336,46336.37,46339.27,46127.84,46207.46,2163.826
1641324895178,46207.47,46218.02,46059.41,46155.25,2167.739
1641325387616,46155.26,46200.0,45953.75,46009.64,2170.58
1641325984934,46009.65,46206.11,45950.18,46168.3,2170.603
1641326448025,46168.3,46189.98,45959.47,46172.89,2169.563
1641327116727,46172.88,46362.1,46155.86,46274.21,2163.919
1641327615124,46274.31,46430.38,46221.01,46334.57,2159.098
1641328374651,46334.68,46391.32,46255.14,46297.01,2157.338
1641329598164,46297.53,46313.9,46150.07,46150.08,2163.51
1641330925945,46150.07,46205.8,46029.5,46205.8,2169.003
1641331646287,46205.85,46285.23,46115.09,46185.0,2163.692
1641333076288,46184.33,46338.17,46094.55,46110.04,2166.192
1641334394978,46108.48,46183.28,45963.89,46169.85,2170.029
1641335422056,46170.0,46272.62,46130.0,46148.34,2163.238
1641336874047,46148.32,46183.68,45920.45,45920.45,2171.23
1641338048099,45920.44,46018.59,45850.75,45941.31,2173.269
1641338692538,45941.56,46096.78,45836.55,45837.35,2180.1
1641339652810,45836.79,45910.32,45750.0,45865.01,2182.06
1641340005168,45864.24,46016.35,45840.0,45841.59,2177.762
1641340796765,45841.58,45928.02,45710.23,45827.38,2182.286
1641341227675,45827.37,46072.41,45815.69,46047.14,2177.196
1641341753026,46047.1,46135.0,45983.0,46125.46,2170.696
1641342716835,46125.46,46231.6,46110.67,46215.65,2165.345
1641343585377,46215.66,46296.74,46136.0,46233.61,2164.112
1641344633077,46233.51,46333.0,46210.03,46210.03,2158.047
1641345933286,46210.04,46272.97,46155.02,46260.0,2167.101
1641347012072,46260.0,46281.33,46109.51,46208.35,2165.177
1641348241612,46206.64,46405.0,46184.49,46302.22,2160.079
1641349258614,46302.21,46374.36,46250.3,46333.77,2159.039
1641351141241,46333.77,46496.53,46285.35,46436.55,2155.488
1641352531227,46434.78,46580.0,46419.72,46428.59,2150.884
1641353173814,46427.06,46476.24,46378.62,46449.64,2154.259
1641354588005,46449.63,46503.09,46372.48,46503.09,2153.826
1641356099785,46503.14,46537.0,46350.0,46368.19,2152.72
1641357525775,46368.19,46468.96,46342.3,46346.99,2154.2980000000002
1641359210067,46346.99,46361.52,46246.96,46315.13,2156.99
1641360686110,46315.0,46339.64,46243.1,46288.4,2164.644
