open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1656633600000,-0.00116179,0.00669373,-0.01002821,-0.00011578,0,1656637199999,0,720,0,0,0
1656637200000,-0.00011606,0.00095535,-0.00120331,-0.00033053,0,1656640799999,0,720,0,0,0
1656640800000,-0.00004661,0.00070010,-0.00140190,-0.00059549,0,1656644399999,0,720,0,0,0
1656644400000,-0.00049911,0.00084447,-0.00182277,-0.00074112,0,1656647999999,0,720,0,0,0
1656648000000,-0.00060479,0.00009503,-0.00217619,-0.00058884,0,1656651599999,0,720,0,0,0
1656651600000,-0.00050191,0.00069768,-0.00127897,-0.00040242,0,1656655199999,0,720,0,0,0
1656655200000,-0.00048398,0.00043888,-0.00109253,-0.00063749,0,1656658799999,0,720,0,0,0
1656658800000,-0.00060167,0.00038486,-0.00130367,-0.00040580,0,1656662399999,0,720,0,0,0
1656662400000,-0.00062275,0.00047203,-0.00142182,-0.00026900,0,1656665999999,0,720,0,0,0
1656666000000,-0.00042905,0.00027914,-0.00131885,-0.00041084,0,1656669599999,0,720,0,0,0
1656669600000,-0.00034733,0.00059691,-0.00235126,-0.00034501,0,1656673199999,0,720,0,0,0
1656673200000,-0.00031724,0.00046669,-0.00162031,-0.00065251,0,1656676799999,0,720,0,0,0
1656676800000,-0.00034378,0.00018148,-0.00187819,-0.00071853,0,1656680399999,0,720,0,0,0
1656680400000,-0.00058353,0.00104888,-0.00179182,-0.00117451,0,1656683999999,0,720,0,0,0
1656684000000,-0.00104011,0.00027219,-0.00145998,-0.00048569,0,1656687599999,0,720,0,0,0
1656687600000,-0.00049311,0.00073853,-0.00194582,-0.00060419,0,1656691199999,0,720,0,0,0
1656691200000,-0.00068740,0.00039675,-0.00162749,-0.00131608,0,1656694799999,0,720,0,0,0
1656694800000,-0.00107738,0.00015178,-0.00134146,-0.00071626,0,1656698399999,0,720,0,0,0
1656698400000,-0.00060548,0.00049144,-0.00122678,-0.00067073,0,1656701999999,0,720,0,0,0
1656702000000,-0.00070582,0.00042523,-0.00111785,-0.00025392,0,1656705599999,0,720,0,0,0
1656705600000,-0.00054578,0.00093382,-0.00149697,-0.00062408,0,1656709199999,0,720,0,0,0
1656709200000,-0.00036550,0.00044066,-0.00188961,-0.00042823,0,1656712799999,0,720,0,0,0
1656712800000,-0.00024796,0.00024628,-0.00126526,-0.00043786,0,1656716399999,0,720,0,0,0
1656716400000,-0.00061266,0.00030818,-0.00176480,-0.00031095,0,1656719999999,0,720,0,0,0
1656720000000,-0.00024801,0.00077762,-0.00137637,-0.00095651,0,1656723599999,0,720,0,0,0
1656723600000,-0.00082737,0.00016627,-0.00130242,-0.00045834,0,1656727199999,0,720,0,0,0
1656727200000,-0.00049542,0.00013163,-0.00192484,-0.00037658,0,1656730799999,0,720,0,0,0
1656730800000,-0.00036155,0.00009178,-0.00142157,-0.00040928,0,1656734399999,0,720,0,0,0
1656734400000,-0.00041264,0.00020341,-0.00119302,-0.00041423,0,1656737999999,0,720,0,0,0
1656738000000,-0.00036197,0.00040947,-0.00118456,-0.00037184,0,1656741599999,0,720,0,0,0
1656741600000,-0.00039660,0.00014284,-0.00087952,-0.00037963,0,1656745199999,0,720,0,0,0
1656745200000,-0.00036727,0.00002135,-0.00147924,-0.00055393,0,1656748799999,0,720,0,0,0
1656748800000,-0.00045044,0.00015118,-0.00144551,-0.00019051,0,1656752399999,0,720,0,0,0
1656752400000,-0.00019041,0.00037908,-0.00133611,-0.00083782,0,1656755999999,0,720,0,0,0
1656756000000,-0.00032151,0.00044237,-0.00108245,-0.00046853,0,1656759599999,0,720,0,0,0
1656759600000,-0.00041635,0.00012083,-0.00131764,-0.00030820,0,1656763199999,0,720,0,0,0
1656763200000,-0.00027884,0.00069085,-0.00112241,-0.00039326,0,1656766799999,0,720,0,0,0
1656766800000,-0.00044721,0.00023193,-0.00121260,-0.00048103,0,1656770399999,0,720,0,0,0
1656770400000,-0.00045763,0.00019615,-0.00129060,-0.00056325,0,1656773999999,0,720,0,0,0
1656774000000,-0.00043939,0.00001298,-0.00094222,-0.00062629,0,1656777599999,0,720,0,0,0
1656777600000,-0.00048395,0.00004281,-0.00134665,-0.00048503,0,1656781199999,0,720,0,0,0
1656781200000,-0.00059290,-0.00000673,-0.00118390,-0.00045469,0,1656784799999,0,720,0,0,0
1656784800000,-0.00039831,0.00032090,-0.00116544,-0.00063454,0,1656788399999,0,720,0,0,0
1656788400000,-0.00061203,0.00048221,-0.00124189,-0.00047004,0,1656791999999,0,720,0,0,0
1656792000000,-0.00040909,0.00008014,-0.00091020,-0.00036845,0,1656795599999,0,720,0,0,0
1656795600000,-0.00036539,0.00019911,-0.00101141,-0.00062816,0,1656799199999,0,720,0,0,0
1656799200000,-0.00057580,0,-0.00104829,-0.00041669,0,1656802799999,0,720,0,0,0
1656802800000,-0.00042059,-0.00002821,-0.00102201,-0.00046865,0,1656806399999,0,720,0,0,0
1656806400000,-0.00048550,0.00009699,-0.00095830,-0.00046415,0,1656809999999,0,720,0,0,0
1656810000000,-0.00045822,0,-0.00113219,-0.00060133,0,1656813599999,0,720,0,0,0
1656813600000,-0.00052377,0.00012532,-0.00077046,-0.00035043,0,1656817199999,0,720,0,0,0
1656817200000,-0.00032436,0.00008353,-0.00086407,-0.00062732,0,1656820799999,0,720,0,0,0
