open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1648771200000,-0.00017413,0.00054438,-0.00128314,-0.00003607,0,1648774799999,0,720,0,0,0
1648774800000,0.00002526,0.00138243,-0.00108116,-0.00006988,0,1648778399999,0,720,0,0,0
1648778400000,-0.00000500,0.00119899,-0.00211630,0.00035333,0,1648781999999,0,720,0,0,0
1648782000000,0.00019280,0.00037957,-0.00090393,-0.00013805,0,1648785599999,0,720,0,0,0
1648785600000,-0.00011014,0.00059433,-0.00083815,-0.00057088,0,1648789199999,0,720,0,0,0
1648789200000,-0.00050140,0.00032844,-0.00124933,-0.00040050,0,1648792799999,0,720,0,0,0
1648792800000,-0.00056045,0.00000269,-0.00090917,-0.00074511,0,1648796399999,0,720,0,0,0
1648796400000,-0.00066867,-0.00012910,-0.00130922,-0.00056000,0,1648799999999,0,720,0,0,0
1648800000000,-0.00048965,0.00007522,-0.00111167,-0.00053313,0,1648803599999,0,720,0,0,0
1648803600000,-0.00053176,0.00001761,-0.00089842,-0.00028233,0,1648807199999,0,720,0,0,0
1648807200000,-0.00036633,0.00007371,-0.00082720,-0.00045673,0,1648810799999,0,720,0,0,0
1648810800000,-0.00043063,-0.00012306,-0.00097349,-0.00034941,0,1648814399999,0,720,0,0,0
1648814400000,-0.00041709,0.00169489,-0.00117133,-0.00049720,0,1648817999999,0,720,0,0,0
1648818000000,-0.00055752,0.00022385,-0.00121839,-0.00058756,0,1648821599999,0,720,0,0,0
1648821600000,-0.00042530,0.00041300,-0.00120667,-0.00000562,0,1648825199999,0,720,0,0,0
1648825200000,-0.00034272,0.00066064,-0.00132780,-0.00016844,0,1648828799999,0,720,0,0,0
1648828800000,-0.00009630,0.00035625,-0.00082038,-0.00012746,0,1648832399999,0,720,0,0,0
1648832400000,-0.00032244,0.00059757,-0.00100402,-0.00014361,0,1648835999999,0,720,0,0,0
1648836000000,-0.00032204,0.00021668,-0.00108899,-0.00042692,0,1648839599999,0,720,0,0,0
1648839600000,-0.00029721,0.00026751,-0.00096019,-0.00037139,0,1648843199999,0,720,0,0,0
1648843200000,-0.00021493,0,-0.00096099,-0.00043133,0,1648846799999,0,720,0,0,0
1648846800000,-0.00028198,0.00022512,-0.00095296,-0.00024269,0,1648850399999,0,720,0,0,0
