open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1654041600000,0,0.00040015,-0.00073847,-0.00034296,0,1654045199999,0,720,0,0,0
1654045200000,-0.00028550,0.00011060,-0.00089932,-0.00016014,0,1654048799999,0,720,0,0,0
1654048800000,-0.00025592,0.00008488,-0.00072804,-0.00021446,0,1654052399999,0,720,0,0,0
1654052400000,-0.00050155,0.00015989,-0.00100388,-0.00022504,0,1654055999999,0,720,0,0,0
1654056000000,-0.00022410,0.00047182,-0.00132355,-0.00042711,0,1654059599999,0,720,0,0,0
1654059600000,-0.00041263,0.00023780,-0.00074760,-0.00018738,0,1654063199999,0,718,0,0,0
1654063200000,-0.00018593,0.00003805,-0.00101052,-0.00024941,0,1654066799999,0,720,0,0,0
1654066800000,-0.00024992,0.00027258,-0.00080974,-0.00011770,0,1654070399999,0,720,0,0,0
1654070400000,0.00004528,0.00025235,-0.00091978,-0.00032856,0,1654073999999,0,720,0,0,0
1654074000000,-0.00043486,0.00000336,-0.00074013,-0.00034116,0,1654077599999,0,720,0,0,0
1654077600000,-0.00038372,-0.00013591,-0.00105798,-0.00048304,0,1654081199999,0,720,0,0,0
1654081200000,-0.00048321,0.00009046,-0.00100180,-0.00029227,0,1654084799999,0,720,0,0,0
1654084800000,-0.00033146,0.00050790,-0.00102309,-0.00063411,0,1654088399999,0,720,0,0,0
1654088400000,-0.00061501,0.00030515,-0.00117761,-0.00033370,0,1654091999999,0,720,0,0,0
1654092000000,-0.00061947,0.00115090,-0.00354355,-0.00045171,0,1654095599999,0,720,0,0,0
1654095600000,-0.00046687,0.00183564,-0.00140886,0.00003440,0,1654099199999,0,720,0,0,0
1654099200000,-0.00031945,0.00081195,-0.00148985,0.00008986,0,1654102799999,0,720,0,0,0
1654102800000,0.00015729,0.00032689,-0.00336619,-0.00129054,0,1654106399999,0,720,0,0,0
1654106400000,-0.00109739,0.00132108,-0.00210777,-0.00051367,0,1654109999999,0,720,0,0,0
1654110000000,-0.00065306,0.00046953,-0.00125382,-0.00055850,0,1654113599999,0,720,0,0,0
1654113600000,-0.00045787,0.00060554,-0.00244812,-0.00085785,0,1654117199999,0,720,0,0,0
1654117200000,-0.00064678,0.00027971,-0.00105221,-0.00027566,0,1654120799999,0,720,0,0,0
1654120800000,-0.00029462,0.00016023,-0.00102183,-0.00055379,0,1654124399999,0,720,0,0,0
1654124400000,-0.00044123,0.00050300,-0.00137550,-0.00037168,0,1654127999999,0,720,0,0,0
1654128000000,-0.00007120,0.00019666,-0.00161588,-0.00030942,0,1654131599999,0,720,0,0,0
1654131600000,-0.00033541,0.00013342,-0.00097929,-0.00058934,0,1654135199999,0,720,0,0,0
1654135200000,-0.00047287,0.00004992,-0.00104002,-0.00042637,0,1654138799999,0,720,0,0,0
1654138800000,-0.00043720,0,-0.00098369,-0.00042288,0,1654142399999,0,720,0,0,0
1654142400000,-0.00030353,0,-0.00082666,-0.00045214,0,1654145999999,0,720,0,0,0
1654146000000,-0.00042910,-0.00006049,-0.00086664,-0.00055746,0,1654149599999,0,720,0,0,0
1654149600000,-0.00051030,-0.00009790,-0.00082155,-0.00058044,0,1654153199999,0,720,0,0,0
1654153200000,-0.00058257,0.00000112,-0.00115445,-0.00058969,0,1654156799999,0,720,0,0,0
1654156800000,-0.00046291,-0.00008832,-0.00085480,-0.00060474,0,1654160399999,0,720,0,0,0
1654160400000,-0.00059216,-0.00010715,-0.00090947,-0.00053701,0,1654163999999,0,720,0,0,0
1654164000000,-0.00047201,0.00057090,-0.00120351,-0.00059067,0,1654167599999,0,719,0,0,0
1654167600000,-0.00045906,-0.00000914,-0.00093640,-0.00066517,0,1654171199999,0,720,0,0,0
1654171200000,-0.00063540,0.00001310,-0.00103041,-0.00028495,0,1654174799999,0,720,0,0,0
1654174800000,-0.00033369,0.00212327,-0.00211974,-0.00062197,0,1654178399999,0,720,0,0,0
1654178400000,-0.00055411,0.00095420,-0.00115190,-0.00037404,0,1654181999999,0,720,0,0,0
1654182000000,-0.00028576,0.00086289,-0.00138934,-0.00053317,0,1654185599999,0,720,0,0,0
1654185600000,-0.00042327,0.00000250,-0.00127596,-0.00038152,0,1654189199999,0,720,0,0,0
1654189200000,-0.00049310,0.00002188,-0.00097164,-0.00040173,0,1654192799999,0,720,0,0,0
1654192800000,-0.00048357,0.00012554,-0.00117119,-0.00052340,0,1654196399999,0,720,0,0,0
1654196400000,-0.00045759,0.00006768,-0.00108392,-0.00060262,0,1654199999999,0,720,0,0,0
1654200000000,-0.00058822,-0.00010982,-0.00107343,-0.00050373,0,1654203599999,0,720,0,0,0
1654203600000,-0.00050387,0.00006543,-0.00096209,-0.00049337,0,1654207199999,0,720,0,0,0
1654207200000,-0.00057903,0.00092590,-0.00158935,-0.00040716,0,1654210799999,0,720,0,0,0
1654210800000,-0.00041577,-0.00008127,-0.00137434,-0.00057398,0,1654214399999,0,720,0,0,0
1654214400000,-0.00054903,0.00010756,-0.00127208,-0.00030765,0,1654217999999,0,720,0,0,0
1654218000000,-0.00040841,0.00029444,-0.00084981,-0.00029215,0,1654221599999,0,720,0,0,0
1654221600000,-0.00020392,0.00028063,-0.00087599,-0.00039719,0,1654225199999,0,720,0,0,0
1654225200000,-0.00047989,0.00017930,-0.00109589,-0.00071011,0,1654228799999,0,720,0,0,0
1654228800000,-0.00061970,-0.00012015,-0.00121903,-0.00043758,0,1654232399999,0,720,0,0,0
1654232400000,-0.00055046,-0.00001927,-0.00098020,-0.00038233,0,1654235999999,0,720,0,0,0
1654236000000,-0.00030837,-0.00012834,-0.00088762,-0.00081959,0,1654239599999,0,720,0,0,0
1654239600000,-0.00055748,0.00017401,-0.00092346,-0.00058741,0,1654243199999,0,720,0,0,0
1654243200000,-0.00075324,0.00014659,-0.00086200,-0.00026509,0,1654246799999,0,720,0,0,0
1654246800000,-0.00034642,0.00030001,-0.00101400,-0.00020034,0,1654250399999,0,720,0,0,0
1654250400000,-0.00022795,0.00023681,-0.00143378,0.00000057,0,1654253999999,0,720,0,0,0
1654254000000,-0.00008335,0.00027372,-0.00107859,-0.00053206,0,1654257599999,0,719,0,0,0
1654257600000,-0.00032924,0.00031607,-0.00154273,-0.00047089,0,1654261199999,0,720,0,0,0
1654261200000,-0.00027379,0.00052945,-0.00135690,-0.00044444,0,1654264799999,0,720,0,0,0
1654264800000,-0.00043287,0.00022390,-0.00197647,-0.00038245,0,1654268399999,0,720,0,0,0
1654268400000,-0.00078035,0.00080845,-0.00092185,-0.00057033,0,1654271999999,0,720,0,0,0
1654272000000,-0.00053073,0.00008785,-0.00090330,-0.00043993,0,1654275599999,0,720,0,0,0
1654275600000,-0.00048422,0.00015961,-0.00107315,-0.00054290,0,1654279199999,0,720,0,0,0
1654279200000,-0.00056127,-0.00009807,-0.00109070,-0.00046953,0,1654282799999,0,720,0,0,0
1654282800000,-0.00043273,0.00000062,-0.00088451,-0.00053757,0,1654286399999,0,720,0,0,0
1654286400000,-0.00030217,0.00034799,-0.00080818,-0.00044838,0,1654289999999,0,720,0,0,0
1654290000000,-0.00044742,0.00029398,-0.00114831,-0.00064018,0,1654293599999,0,720,0,0,0
1654293600000,-0.00044177,0.00000949,-0.00104117,-0.00040338,0,1654297199999,0,720,0,0,0
1654297200000,-0.00040375,0,-0.00088801,-0.00075686,0,1654300799999,0,720,0,0,0
1654300800000,-0.00063997,-0.00000784,-0.00095820,-0.00057830,0,1654304399999,0,720,0,0,0
1654304400000,-0.00057831,0.00010361,-0.00094596,-0.00043322,0,1654307999999,0,720,0,0,0
1654308000000,-0.00041499,0.00004604,-0.00117947,-0.00044253,0,1654311599999,0,720,0,0,0
1654311600000,-0.00036298,0.00106555,-0.00087240,-0.00055719,0,1654315199999,0,720,0,0,0
1654315200000,-0.00057017,0.00034860,-0.00078202,-0.00054844,0,1654318799999,0,720,0,0,0
1654318800000,-0.00053367,-0.00015986,-0.00080889,-0.00063718,0,1654322399999,0,720,0,0,0
1654322400000,-0.00040769,-0.00002199,-0.00088638,-0.00043169,0,1654325999999,0,720,0,0,0
1654326000000,-0.00039955,-0.00003938,-0.00075447,-0.00027513,0,1654329599999,0,720,0,0,0
1654329600000,-0.00033746,0.00042532,-0.00084393,-0.00042800,0,1654333199999,0,720,0,0,0
1654333200000,-0.00044958,-0.00012331,-0.00095725,-0.00031487,0,1654336799999,0,720,0,0,0
1654336800000,-0.00034400,-0.00021832,-0.00081093,-0.00049079,0,1654340399999,0,720,0,0,0
1654340400000,-0.00046042,0.00008588,-0.00086069,-0.00027060,0,1654343999999,0,720,0,0,0
1654344000000,-0.00033784,0,-0.00107021,-0.00054291,0,1654347599999,0,720,0,0,0
1654347600000,-0.00053509,0.00002788,-0.00088574,-0.00015461,0,1654351199999,0,720,0,0,0
1654351200000,-0.00017973,0.00038655,-0.00126024,-0.00038642,0,1654354799999,0,720,0,0,0
1654354800000,-0.00033765,0.00009424,-0.00107626,-0.00050033,0,1654358399999,0,720,0,0,0
1654358400000,-0.00055242,-0.00018554,-0.00092134,-0.00034198,0,1654361999999,0,720,0,0,0
1654362000000,-0.00044212,0,-0.00087078,-0.00059326,0,1654365599999,0,720,0,0,0
1654365600000,-0.00059612,-0.00005392,-0.00093161,-0.00055065,0,1654369199999,0,720,0,0,0
1654369200000,-0.00047475,-0.00009253,-0.00118758,-0.00041005,0,1654372799999,0,720,0,0,0
1654372800000,-0.00041216,0.00009949,-0.00077852,-0.00039572,0,1654376399999,0,720,0,0,0
1654376400000,-0.00030196,0.00011060,-0.00096699,-0.00033480,0,1654379999999,0,720,0,0,0
1654380000000,-0.00040603,0.00034101,-0.00090526,-0.00046093,0,1654383599999,0,720,0,0,0
1654383600000,-0.00050924,0.00006706,-0.00088344,-0.00047366,0,1654387199999,0,720,0,0,0
1654387200000,-0.00050138,0.00012155,-0.00090795,-0.00060289,0,1654390799999,0,720,0,0,0
1654390800000,-0.00056397,-0.00006511,-0.00087548,-0.00052524,0,1654394399999,0,720,0,0,0
1654394400000,-0.00045125,-0.00008590,-0.00071290,-0.00036946,0,1654397999999,0,720,0,0,0
1654398000000,-0.00039212,-0.00007972,-0.00072192,-0.00042086,0,1654401599999,0,720,0,0,0
1654401600000,-0.00033695,0.00000934,-0.00112965,-0.00058832,0,1654405199999,0,720,0,0,0
1654405200000,-0.00062062,-0.00013245,-0.00110546,-0.00042840,0,1654408799999,0,720,0,0,0
1654408800000,-0.00048982,-0.00024998,-0.00072436,-0.00044289,0,1654412399999,0,720,0,0,0
1654412400000,-0.00033093,-0.00002215,-0.00080493,-0.00042007,0,1654415999999,0,720,0,0,0
1654416000000,-0.00048443,-0.00006574,-0.00069295,-0.00044347,0,1654419599999,0,720,0,0,0
1654419600000,-0.00053944,0.00021890,-0.00142574,-0.00046708,0,1654423199999,0,720,0,0,0
1654423200000,-0.00046065,-0.00013548,-0.00074478,-0.00049440,0,1654426799999,0,720,0,0,0
1654426800000,-0.00043371,-0.00005322,-0.00070854,-0.00065139,0,1654430399999,0,720,0,0,0
1654430400000,-0.00062574,-0.00010615,-0.00083196,-0.00050398,0,1654433999999,0,720,0,0,0
1654434000000,-0.00048683,-0.00008783,-0.00082838,-0.00021038,0,1654437599999,0,720,0,0,0
1654437600000,-0.00022892,0.00006869,-0.00118675,-0.00082759,0,1654441199999,0,720,0,0,0
1654441200000,-0.00077582,0.00022304,-0.00098589,-0.00071304,0,1654444799999,0,720,0,0,0
1654444800000,-0.00039226,0.00129087,-0.00117426,-0.00020191,0,1654448399999,0,720,0,0,0
1654448400000,-0.00019178,0.00046829,-0.00101988,-0.00032779,0,1654451999999,0,720,0,0,0
1654452000000,-0.00033389,-0.00000720,-0.00085126,-0.00030261,0,1654455599999,0,720,0,0,0
1654455600000,-0.00033952,0.00001374,-0.00069010,-0.00057031,0,1654459199999,0,720,0,0,0
1654459200000,-0.00052047,-0.00005695,-0.00080760,-0.00052355,0,1654462799999,0,720,0,0,0
1654462800000,-0.00051986,0.00110794,-0.00094667,-0.00050839,0,1654466399999,0,720,0,0,0
1654466400000,-0.00042533,0.00124737,-0.00098354,-0.00031881,0,1654469999999,0,720,0,0,0
1654470000000,-0.00053018,0,-0.00085648,-0.00025318,0,1654473599999,0,720,0,0,0
1654473600000,-0.00025891,0.00151614,-0.00120766,-0.00055023,0,1654477199999,0,720,0,0,0
1654477200000,-0.00054205,0.00095270,-0.00105053,-0.00011335,0,1654480799999,0,720,0,0,0
1654480800000,0.00016963,0.00131525,-0.00097167,-0.00047828,0,1654484399999,0,720,0,0,0
1654484400000,-0.00057787,0.00018583,-0.00110744,-0.00052944,0,1654487999999,0,720,0,0,0
1654488000000,-0.00042779,0.00061800,-0.00107002,-0.00038200,0,1654491599999,0,720,0,0,0
1654491600000,-0.00026097,0.00002778,-0.00085017,-0.00040837,0,1654495199999,0,720,0,0,0
1654495200000,-0.00019697,0.00032472,-0.00097809,-0.00035223,0,1654498799999,0,720,0,0,0
1654498800000,-0.00044553,0,-0.00084834,-0.00038799,0,1654502399999,0,720,0,0,0
1654502400000,-0.00041746,0.00011571,-0.00090903,-0.00001051,0,1654505999999,0,720,0,0,0
1654506000000,-0.00031375,0.00081540,-0.00088932,-0.00030896,0,1654509599999,0,720,0,0,0
1654509600000,-0.00026434,0.00064212,-0.00084626,-0.00033336,0,1654513199999,0,720,0,0,0
1654513200000,-0.00033531,0.00078610,-0.00086415,-0.00014438,0,1654516799999,0,719,0,0,0
1654516800000,-0.00014905,0.00029337,-0.00073565,-0.00035011,0,1654520399999,0,720,0,0,0
1654520400000,-0.00030540,0.00059685,-0.00104914,0,0,1654523999999,0,720,0,0,0
1654524000000,-0.00009001,0.00091376,-0.00114687,-0.00034948,0,1654527599999,0,720,0,0,0
1654527600000,-0.00047656,0.00070577,-0.00111325,-0.00029452,0,1654531199999,0,720,0,0,0
1654531200000,-0.00023728,0.00041298,-0.00086925,-0.00033482,0,1654534799999,0,720,0,0,0
1654534800000,-0.00022608,0.00035447,-0.00209682,-0.00024359,0,1654538399999,0,720,0,0,0
1654538400000,-0.00004923,0.00037577,-0.00085901,-0.00038717,0,1654541999999,0,720,0,0,0
1654542000000,-0.00036358,0.00049054,-0.00077592,-0.00016448,0,1654545599999,0,720,0,0,0
1654545600000,-0.00018851,0.00095521,-0.00100457,-0.00003437,0,1654549199999,0,720,0,0,0
1654549200000,-0.00029438,0.00045864,-0.00093414,-0.00053785,0,1654552799999,0,720,0,0,0
1654552800000,-0.00038500,0.00032157,-0.00070995,-0.00009480,0,1654556399999,0,720,0,0,0
1654556400000,-0.00005261,0.00019498,-0.00060520,-0.00032869,0,1654559999999,0,720,0,0,0
1654560000000,-0.00039001,0.00101983,-0.00195913,-0.00010801,0,1654563599999,0,720,0,0,0
1654563600000,-0.00033621,0.00057540,-0.00163234,-0.00035034,0,1654567199999,0,720,0,0,0
1654567200000,-0.00043472,0.00039149,-0.00232818,-0.00081668,0,1654570799999,0,720,0,0,0
1654570800000,-0.00049426,0.00003226,-0.00120372,-0.00067957,0,1654574399999,0,720,0,0,0
