open_time,open,high,low,close,volume,close_time,quote_volume,count,taker_buy_volume,taker_buy_quote_volume,ignore
1669852800000,-0.00066093,0,-0.00121278,-0.00055269,0,1669856399999,0,720,0,0,0
1669856400000,-0.00064804,-0.00030498,-0.00093546,-0.00072946,0,1669859999999,0,720,0,0,0
1669860000000,-0.00073445,-0.00028642,-0.00079698,-0.00040833,0,1669863599999,0,720,0,0,0
1669863600000,-0.00042297,-0.00006536,-0.00115577,-0.00037707,0,1669867199999,0,720,0,0,0
1669867200000,-0.00040592,-0.00007006,-0.00106524,-0.00047130,0,1669870799999,0,720,0,0,0
1669870800000,-0.00044116,-0.00027145,-0.00106509,-0.00062655,0,1669874399999,0,720,0,0,0
1669874400000,-0.00074905,-0.00041509,-0.00094959,-0.00062853,0,1669877999999,0,720,0,0,0
1669878000000,-0.00067439,-0.00026546,-0.00123340,-0.00123340,0,1669881599999,0,720,0,0,0
1669881600000,-0.00047083,0.00013726,-0.00068652,-0.00028967,0,1669885199999,0,720,0,0,0
1669885200000,-0.00032135,-0.00003583,-0.00057879,-0.00019612,0,1669888799999,0,720,0,0,0
1669888800000,-0.00026766,-0.00012418,-0.00063561,-0.00041344,0,1669892399999,0,720,0,0,0
1669892400000,-0.00040292,-0.00000399,-0.00060768,-0.00027594,0,1669895999999,0,720,0,0,0
1669896000000,-0.00026272,0.00008189,-0.00053835,-0.00033724,0,1669899599999,0,720,0,0,0
1669899600000,-0.00031769,0.00362460,-0.00599294,-0.00023681,0,1669903199999,0,720,0,0,0
1669903200000,-0.00033822,0.00010223,-0.00086366,-0.00034035,0,1669906799999,0,720,0,0,0
1669906800000,-0.00042725,-0.00000290,-0.00149438,-0.00031822,0,1669910399999,0,720,0,0,0
1669910400000,-0.00032914,-0.00007860,-0.00081334,-0.00048728,0,1669913999999,0,720,0,0,0
1669914000000,-0.00048772,-0.00015232,-0.00067504,-0.00038270,0,1669917599999,0,720,0,0,0
1669917600000,-0.00042870,-0.00002811,-0.00057713,-0.00041494,0,1669921199999,0,720,0,0,0
1669921200000,-0.00035874,-0.00002545,-0.00055412,-0.00024398,0,1669924799999,0,720,0,0,0
1669924800000,-0.00029280,-0.00011927,-0.00062217,-0.00033084,0,1669928399999,0,720,0,0,0
1669928400000,-0.00027288,-0.00006008,-0.00095267,-0.00040591,0,1669931999999,0,720,0,0,0
1669932000000,-0.00076089,0.00015939,-0.00079781,-0.00053463,0,1669935599999,0,720,0,0,0
1669935600000,-0.00055961,-0.00022922,-0.00084272,-0.00035168,0,1669939199999,0,720,0,0,0
1669939200000,-0.00036644,-0.00012389,-0.00064901,-0.00027923,0,1669942799999,0,720,0,0,0
1669942800000,-0.00062089,-0.00016506,-0.00095470,-0.00048038,0,1669946399999,0,720,0,0,0
1669946400000,-0.00045784,0.00004903,-0.00078287,-0.00029191,0,1669949999999,0,720,0,0,0
1669950000000,-0.00046000,-0.00022918,-0.00114619,-0.00041742,0,1669953599999,0,720,0,0,0
1669953600000,-0.00043107,-0.00012413,-0.00065920,-0.00044095,0,1669957199999,0,720,0,0,0
