timestamp,sma_50
1581332400000.0,9930.3226
1581336900000.0,9930.8232
1581343800000.0,9933.2
1581348900000.0,9933.939
1581354000000.0,9935.4004
1581363900000.0,9936.3622
1581376500000.0,9935.8106
1581381300000.0,9934.9598
1581384900000.0,9934.9756
1581392700000.0,9933.87
1581400200000.0,9932.6448
1581410400000.0,9932.7436
1581417600000.0,9933.759
1581424200000.0,9935.3866
1581429600000.0,9940.7132
1581434700000.0,9946.8594
1581435600000.0,9954.0458
1581436200000.0,9965.1336
1581437100000.0,9973.9172
1581438000000.0,9983.4386
1581441300000.0,9992.7546
1581445500000.0,10001.491
1581450900000.0,10008.9302
1581459900000.0,10017.1588
1581466200000.0,10025.6768
1581469800000.0,10032.2446
1581476700000.0,10038.3846
1581486000000.0,10045.1692
1581490800000.0,10050.4958
1581493800000.0,10055.0726
1581496200000.0,10057.474
1581499200000.0,10061.9804
1581505800000.0,10066.1796
1581511500000.0,10069.8156
1581516900000.0,10074.4616
1581520500000.0,10079.5552
1581525600000.0,10084.7022
1581534300000.0,10091.5324
1581542100000.0,10095.651
1581550500000.0,10099.8992
1581559200000.0,10105.5996
1581564900000.0,10112.5274
1581573300000.0,10119.0408
1581578400000.0,10128.0036
1581581400000.0,10134.7862
1581582000000.0,10140.0116
1581584700000.0,10143.9578
1581586500000.0,10149.5172
1581590100000.0,10155.6658
1581594600000.0,10163.676
1581599100000.0,10176.4516
1581601200000.0,10183.0724
1581602400000.0,10190.1566
1581603000000.0,10198.9308
1581605100000.0,10207.1878
1581609600000.0,10213.4408
1581613200000.0,10222.2222
1581618000000.0,10231.2676
1581627600000.0,10240.8316
1581639300000.0,10250.8084
1581646500000.0,10260.0646
1581654600000.0,10268.2578
1581661500000.0,10274.5014
1581668100000.0,10281.8646
1581675300000.0,10287.6484
1581678000000.0,10291.8844
1581684300000.0,10295.3954
1581690900000.0,10293.0998
1581694800000.0,10293.3958
1581702300000.0,10295.4168
1581707100000.0,10296.5924
1581715500000.0,10298.184
1581725700000.0,10298.5838
1581732600000.0,10298.2686
1581741600000.0,10296.923
1581751500000.0,10296.8796
1581761100000.0,10295.7696
1581772200000.0,10292.7978
1581781800000.0,10283.3538
1581782100000.0,10277.897
1581782700000.0,10272.1754
1581784200000.0,10263.8856
1581785100000.0,10254.9458
1581788400000.0,10246.3322
1581790800000.0,10237.646
1581798900000.0,10229.0888
1581813600000.0,10222.854
1581822000000.0,10213.862
1581831600000.0,10207.1392
1581843000000.0,10198.0392
1581852300000.0,10188.436
1581860100000.0,10177.276
1581867000000.0,10164.7424
1581870000000.0,10153.1408
1581872100000.0,10143.4116
1581874800000.0,10133.923
1581882000000.0,10126.435
1581891900000.0,10121.4374
1581896400000.0,10116.2476
1581900300000.0,10108.1246
1581907500000.0,10094.4312
1581913500000.0,10086.398
1581918600000.0,10076.0224
1581927300000.0,10065.7182
1581934500000.0,10054.398
1581938100000.0,10043.4548
1581939600000.0,10031.4066
1581942000000.0,10017.8322
1581946800000.0,10003.345
1581949200000.0,9990.417
1581951300000.0,9977.6166
1581954000000.0,9966.8156
1581957000000.0,9955.4244
1581960600000.0,9943.2532
1581967800000.0,9931.053
1581976200000.0,9918.7976
1581986100000.0,9906.5166
1581996300000.0,9896.7158
1582005600000.0,9886.151
1582016100000.0,9871.8874
1582021200000.0,9858.1424
1582028400000.0,9843.5744
1582033500000.0,9833.6812
1582039200000.0,9825.0842
1582041300000.0,9818.8294
1582045200000.0,9813.9932
1582049100000.0,9808.9436
1582052400000.0,9806.81
