timestamp,btc_exchange_netflow
1579048800000.0,-129.34
1579052100000.0,-457.66
1579058700000.0,1608.65
1579062300000.0,325.1
1579065300000.0,-224.35
1579071600000.0,-965.66
1579079100000.0,-618.02
1579083600000.0,52.3
1579088400000.0,94.97
1579093200000.0,-497.71
1579096800000.0,-178.6
1579098000000.0,-792.25
1579100700000.0,346.68
1579103400000.0,-452.8
1579105200000.0,-758.27
1579110300000.0,-888.09
1579116300000.0,-297.73
1579122300000.0,6.41
1579129800000.0,101.65
1579134300000.0,738.26
1579137900000.0,491.91
1579141800000.0,441.12
1579147500000.0,15.51
1579155600000.0,-84.76
1579163100000.0,-668.92
1579169400000.0,-214.84
1579175100000.0,-368.25
1579178700000.0,330.54
1579182900000.0,484.29
1579189200000.0,355.89
1579194300000.0,-425.64
1579202100000.0,-326.13
1579209900000.0,-211.63
1579221300000.0,-625.47
1579229700000.0,364.2
1579233900000.0,425.69
1579240200000.0,-265.67
1579242000000.0,-95.89
1579244700000.0,464.98
1579248900000.0,-149.37
1579253400000.0,-636.61
1579256700000.0,-94.66
1579261800000.0,-17.06
1579264200000.0,499.72
1579270200000.0,318.09
1579275300000.0,75.18
1579280100000.0,-492.14
1579286400000.0,-255.52
1579290900000.0,-771.72
1579298700000.0,261.24
1579307100000.0,-915.79
1579313700000.0,-639.56
1579323000000.0,257.9
1579331100000.0,-126.13
1579340100000.0,-174.64
1579350600000.0,-271.36
1579358700000.0,-64.12
1579364400000.0,-462.73
1579371000000.0,-408.34
1579385400000.0,-855.67
1579393500000.0,479.01
1579395900000.0,314.31
1579397700000.0,267.25
1579400700000.0,-676.99
1579407000000.0,-515.75
1579416600000.0,-101.58
1579422900000.0,389.74
1579431300000.0,1949.36
1579431900000.0,-600.43
1579432800000.0,-578.45
1579434900000.0,-400.56
1579437300000.0,-199.64
1579441800000.0,294.11
1579449900000.0,-152.76
1579459500000.0,-582.63
1579469400000.0,1581.71
1579472400000.0,-523.48
1579476000000.0,-731.59
1579481100000.0,-970.49
1579488900000.0,-412.2
1579501200000.0,4.85
1579512000000.0,-4.17
1579523100000.0,-823.12
1579527000000.0,-78.18
1579531500000.0,90.59
1579537800000.0,-296.82
1579552800000.0,39.7
1579561200000.0,4.71
1579566300000.0,346.85
1579583400000.0,-842.67
1579597200000.0,-451.17
1579610700000.0,-210.6
1579627500000.0,1565.05
1579635900000.0,102.5
1579637400000.0,-925.82
1579639500000.0,-646.89
1579642800000.0,-354.28
1579653300000.0,-3.38
1579675500000.0,245.85
1579679100000.0,-826.34
1579683900000.0,-849.78
1579692300000.0,-893.2
1579703400000.0,-34.51
1579712100000.0,-806.22
1579721100000.0,33.2
1579741800000.0,-313.22
1579748700000.0,301.54
1579758000000.0,-796.28
1579764600000.0,-318.7
1579770000000.0,-128.94
1579773300000.0,-622.53
1579778400000.0,-634.65
1579781700000.0,-406.73
1579786200000.0,468.85
1579790100000.0,-973.14
1579797900000.0,-236.32
1579804200000.0,-540.43
1579814700000.0,-494.38
1579824000000.0,529.19
1579834800000.0,-197.36
1579845300000.0,-54.85
1579858200000.0,316.32
1579863300000.0,266.15
1579866000000.0,187.56
1579869300000.0,-281.19
1579875600000.0,-349.34
1579879800000.0,-637.98
1579885800000.0,372.77
1579896000000.0,61.62
1579903800000.0,1985.26
1579912500000.0,909.09
1579917300000.0,458.25
1579926900000.0,-991.44
1579939200000.0,-796.79
1579950000000.0,-600.3
1579962300000.0,356.45
1579980600000.0,-777.95
1579991400000.0,1742.68
1579999500000.0,-351.01
1580016900000.0,-441.34
1580026800000.0,112.83
1580031000000.0,-427.42
1580039700000.0,-671.27
1580051400000.0,-65.47
1580058600000.0,-668.95
1580064600000.0,-731.18
1580071200000.0,292.1
1580082900000.0,-73.77
1580085600000.0,300.62
1580094900000.0,-830.34
1580107200000.0,200.93
1580115900000.0,-46.74
1580125800000.0,-223.62
1580127000000.0,-486.63
1580132100000.0,-71.45
1580137800000.0,-615.04
1580142300000.0,-786.72
1580151300000.0,-820.75
1580153100000.0,365.91
1580155200000.0,-980.38
1580159700000.0,-115.85
1580166600000.0,-371.33
1580172000000.0,-188.42
1580173800000.0,148.75
1580177700000.0,432.66
1580185800000.0,672.16
1580189400000.0,-1.39
1580194200000.0,-577.88
1580200500000.0,399.18
1580205900000.0,289.76
1580210700000.0,-936.33
1580214900000.0,275.89
1580220900000.0,-285.88
1580222700000.0,1132.64
1580223900000.0,-799.32
1580227500000.0,212.28
1580232000000.0,131.25
1580235600000.0,118.28
1580242500000.0,-500.05
1580248500000.0,391.95
1580253600000.0,-109.82
1580254800000.0,-385.05
1580256000000.0,-634.71
1580258100000.0,417.07
1580261100000.0,-268.37
1580266500000.0,-20.89
1580274300000.0,-491.65
1580282700000.0,-980.41
1580291700000.0,41.8
1580294100000.0,-163.75
1580296200000.0,34.35
1580299200000.0,-375.98
1580304600000.0,156.01
1580312700000.0,-979.86
1580319000000.0,394.39
1580327100000.0,-929.05
1580333100000.0,370.71
1580342100000.0,-398.0
1580345700000.0,181.63
1580357700000.0,-284.79
1580369400000.0,-369.06
1580375400000.0,326.92
1580384400000.0,-377.78
1580391900000.0,-190.21
1580395500000.0,-626.16
1580401500000.0,679.51
1580402100000.0,218.46
1580403900000.0,-851.09
1580405100000.0,-422.99
1580406300000.0,-818.92
1580410200000.0,-839.29
1580415600000.0,281.03
1580418600000.0,495.37
1580427600000.0,0.59
1580433300000.0,-625.08
1580438400000.0,-553.63
1580446500000.0,-571.5
1580450700000.0,-71.66
1580458200000.0,-678.6
1580467200000.0,-646.61
1580470500000.0,-47.85
1580475300000.0,-736.8
1580479200000.0,490.8
1580486400000.0,-1.29
1580491800000.0,267.5
1580502000000.0,88.17
1580511000000.0,-283.72
1580517600000.0,-861.6
1580523600000.0,-792.67
1580530800000.0,-404.25
1580541600000.0,125.01
1580548800000.0,-857.2
1580557200000.0,324.09
1580563500000.0,-999.14
1580571600000.0,-583.16
1580578200000.0,-115.72
1580592300000.0,-461.25
1580604300000.0,899.53
1580610900000.0,246.65
1580616600000.0,-618.32
1580619600000.0,-840.36
1580625900000.0,-376.03
1580633400000.0,-865.87
1580638800000.0,467.24
1580645100000.0,-294.87
1580649600000.0,-148.25
1580654700000.0,-26.17
1580661000000.0,-962.72
1580672100000.0,469.09
1580682900000.0,-244.67
1580687400000.0,-780.73
1580691900000.0,-749.19
1580694000000.0,1657.07
1580695500000.0,-204.1
1580699100000.0,-220.21
1580706300000.0,-840.62
1580717400000.0,370.49
1580725500000.0,-407.11
1580731200000.0,-748.91
1580740500000.0,393.44
1580745300000.0,457.97
1580748600000.0,-441.19
1580754000000.0,-161.41
1580763300000.0,187.88
1580775300000.0,-387.59
1580781600000.0,-461.6
1580792100000.0,139.94
1580798700000.0,-517.1
1580806500000.0,-442.67
1580809800000.0,-521.48
1580814600000.0,363.01
1580816400000.0,1853.3
1580820000000.0,-548.13
1580823600000.0,-431.47
1580829300000.0,436.99
1580836200000.0,-666.66
1580847900000.0,-299.65
1580862900000.0,-121.17
1580872500000.0,-953.56
1580882400000.0,-740.41
1580889900000.0,224.0
1580898600000.0,491.93
1580900700000.0,-312.88
1580904300000.0,68.86
1580905200000.0,91.14
1580910000000.0,-21.05
1580913900000.0,-600.41
1580918700000.0,-311.22
1580920500000.0,-982.89
1580924700000.0,-472.5
1580926800000.0,-488.41
1580927400000.0,-990.82
1580929800000.0,-804.74
1580933400000.0,-311.84
1580939700000.0,-585.27
1580944800000.0,22.83
1580948400000.0,240.58
1580952300000.0,-939.56
1580959500000.0,-136.67
1580967000000.0,-828.42
1580974200000.0,91.78
1580978400000.0,-272.08
1580986200000.0,212.36
1580991300000.0,-720.8
1580993700000.0,-613.08
1580995800000.0,-769.1
1580997000000.0,214.96
1580998800000.0,-891.11
1581001200000.0,442.89
1581004200000.0,-704.44
1581008700000.0,19.6
1581013500000.0,425.42
1581021300000.0,-672.25
1581029400000.0,-692.42
1581034200000.0,-371.5
1581040200000.0,-359.49
1581045900000.0,-195.66
1581054000000.0,-236.15
1581062700000.0,-634.99
1581070800000.0,-472.43
1581076200000.0,-640.33
1581079500000.0,244.75
1581086100000.0,-526.15
1581092100000.0,445.1
1581103800000.0,242.99
1581115500000.0,-7.04
1581126900000.0,-122.36
1581132000000.0,-302.35
1581139200000.0,-128.4
1581150000000.0,-946.75
1581156300000.0,-67.54
1581161100000.0,-168.41
1581169500000.0,-156.72
1581173100000.0,232.72
1581179100000.0,228.26
1581185100000.0,-171.38
1581196500000.0,179.85
1581199800000.0,411.63
1581208800000.0,495.78
1581216900000.0,-605.3
1581219000000.0,-644.41
1581221700000.0,-443.94
1581227400000.0,-783.76
1581234600000.0,67.63
1581239700000.0,157.61
1581245400000.0,-888.4
1581252000000.0,-920.5
1581260100000.0,-259.64
1581263100000.0,127.43
1581269100000.0,-164.64
1581280200000.0,-22.68
1581290700000.0,170.12
1581295500000.0,428.06
1581300900000.0,-895.78
1581306600000.0,-21.87
1581312900000.0,926.25
1581314400000.0,-477.65
1581315300000.0,-405.26
1581317400000.0,-886.76
1581321900000.0,-359.94
1581325200000.0,-322.25
1581327300000.0,-461.21
1581332400000.0,-292.7
1581336900000.0,141.21
1581343800000.0,-534.34
1581348900000.0,-96.02
1581354000000.0,463.52
1581363900000.0,-176.74
1581376500000.0,-342.17
1581381300000.0,-603.54
1581384900000.0,29.0
1581392700000.0,-638.65
1581400200000.0,-224.66
1581410400000.0,-365.47
1581417600000.0,-957.43
1581424200000.0,70.12
1581429600000.0,-965.84
1581434700000.0,491.1
1581435600000.0,-962.61
1581436200000.0,-695.68
1581437100000.0,748.05
1581438000000.0,382.89
1581441300000.0,-202.39
1581445500000.0,353.47
1581450900000.0,-665.92
1581459900000.0,-314.87
1581466200000.0,-113.27
1581469800000.0,-106.83
1581476700000.0,-400.16
1581486000000.0,-199.79
1581490800000.0,103.49
1581493800000.0,61.82
1581496200000.0,160.32
1581499200000.0,-800.73
1581505800000.0,361.15
1581511500000.0,-858.96
1581516900000.0,-800.17
1581520500000.0,160.92
1581525600000.0,-698.56
1581534300000.0,223.36
1581542100000.0,-96.59
1581550500000.0,-346.68
1581559200000.0,46.35
1581564900000.0,-123.62
1581573300000.0,-387.34
1581578400000.0,762.91
1581581400000.0,423.89
1581582000000.0,173.48
1581584700000.0,369.15
1581586500000.0,-568.54
1581590100000.0,-8.83
1581594600000.0,-15.85
1581599100000.0,-844.53
1581601200000.0,1815.52
1581602400000.0,-81.71
1581603000000.0,-194.85
1581605100000.0,-78.54
1581609600000.0,348.18
1581613200000.0,-100.12
1581618000000.0,-501.3
1581627600000.0,-143.76
1581639300000.0,-694.15
1581646500000.0,-440.04
1581654600000.0,-21.96
1581661500000.0,-64.29
1581668100000.0,-979.11
1581675300000.0,-724.45
1581678000000.0,-968.15
1581684300000.0,331.73
1581690900000.0,-947.82
1581694800000.0,-750.83
1581702300000.0,44.35
1581707100000.0,304.98
1581715500000.0,-654.35
1581725700000.0,-238.41
1581732600000.0,-162.61
1581741600000.0,-875.03
1581751500000.0,-461.63
1581761100000.0,-546.9
1581772200000.0,-724.22
1581781800000.0,1160.3
1581782100000.0,-839.08
1581782700000.0,-479.98
1581784200000.0,-152.03
1581785100000.0,-532.55
1581788400000.0,-370.74
1581790800000.0,-46.98
1581798900000.0,76.52
1581813600000.0,-382.64
1581822000000.0,75.52
1581831600000.0,-133.62
1581843000000.0,-995.98
1581852300000.0,-104.65
1581860100000.0,98.46
1581867000000.0,1049.01
1581870000000.0,-358.51
1581872100000.0,354.56
1581874800000.0,-143.97
1581882000000.0,-903.42
1581891900000.0,-549.91
1581896400000.0,-176.86
1581900300000.0,-918.44
1581907500000.0,113.4
1581913500000.0,-952.44
1581918600000.0,222.36
1581927300000.0,-831.19
1581934500000.0,-288.83
1581938100000.0,110.19
1581939600000.0,-815.61
1581942000000.0,-707.53
1581946800000.0,-424.16
1581949200000.0,-720.18
1581951300000.0,291.67
1581954000000.0,-284.05
1581957000000.0,-448.96
1581960600000.0,-225.01
1581967800000.0,-412.15
1581976200000.0,6.47
1581986100000.0,194.97
1581996300000.0,-743.54
1582005600000.0,-358.9
1582016100000.0,374.86
1582021200000.0,-784.42
1582028400000.0,-919.53
1582033500000.0,-141.26
1582039200000.0,-293.42
1582041300000.0,378.6
1582045200000.0,-758.65
1582049100000.0,163.65
1582052400000.0,257.75
1582057800000.0,-126.26
1582060200000.0,1490.53
1582062600000.0,310.48
1582067100000.0,-165.81
1582072500000.0,253.24
1582080900000.0,340.21
1582090200000.0,-5.86
1582098900000.0,266.78
1582104300000.0,-662.88
1582113600000.0,-156.3
1582116900000.0,-357.62
1582131000000.0,-39.23
1582134300000.0,455.92
1582141200000.0,-732.11
1582146000000.0,1008.89
1582148400000.0,773.54
1582149000000.0,346.74
1582149300000.0,-639.94
1582150200000.0,-673.02
1582152000000.0,165.22
1582156800000.0,461.72
1582164300000.0,305.8
1582170000000.0,128.18
1582182000000.0,293.88
1582191000000.0,131.44
1582198500000.0,-227.93
1582205700000.0,-543.31
1582212600000.0,1516.2
1582216800000.0,-991.68
1582217700000.0,659.57
1582219800000.0,325.49
1582224000000.0,88.98
1582235400000.0,440.01
1582246800000.0,72.22
1582256100000.0,-332.18
1582263300000.0,28.3
1582274400000.0,-299.72
1582285200000.0,393.76
1582292700000.0,123.92
1582302000000.0,-601.27
1582314300000.0,-281.15
1582317900000.0,373.72
1582328100000.0,414.85
1582343100000.0,-652.84
1582353300000.0,95.18
1582368900000.0,-71.77
1582384800000.0,-183.41
1582398300000.0,34.84
1582422600000.0,-455.07
1582430700000.0,-849.98
1582435500000.0,-121.61
1582446000000.0,363.89
1582454100000.0,-839.21
1582459200000.0,-268.0
1582468500000.0,416.78
1582482600000.0,-319.87
1582499100000.0,-926.87
1582503300000.0,-163.88
1582508400000.0,512.79
1582512000000.0,-643.97
1582515000000.0,101.41
1582526100000.0,-960.43
1582531800000.0,-197.22
1582540800000.0,358.31
1582547700000.0,352.88
1582555200000.0,423.49
1582559400000.0,-574.47
1582563600000.0,1473.67
1582567500000.0,-306.62
1582570800000.0,-536.88
1582577400000.0,141.78
1582588200000.0,-119.47
1582600200000.0,280.99
1582610400000.0,-829.94
1582617900000.0,-866.85
1582625100000.0,-45.01
1582632000000.0,-188.27
1582637100000.0,285.88
1582640700000.0,-987.7
1582642200000.0,-843.34
1582646100000.0,128.01
1582648200000.0,-369.07
1582650900000.0,228.79
1582656900000.0,-184.46
1582663500000.0,95.43
1582666200000.0,55.6
1582675200000.0,1152.79
1582680600000.0,1793.86
1582683600000.0,-890.18
1582687800000.0,-509.06
1582695000000.0,341.02
1582701900000.0,468.72
1582707300000.0,-216.38
1582711800000.0,387.5
1582719000000.0,80.71
1582720800000.0,1863.43
1582724400000.0,1295.08
1582725900000.0,-740.37
1582727400000.0,221.14
1582730100000.0,464.07
1582733400000.0,-976.54
1582734300000.0,1099.45
1582735800000.0,-581.8
1582737000000.0,-38.81
1582740300000.0,-690.3
1582744500000.0,-794.99
1582752000000.0,269.89
1582759200000.0,1013.16
1582763700000.0,633.15
1582765800000.0,-882.94
1582768500000.0,-27.5
1582774200000.0,-376.24
1582781100000.0,-73.36
1582787700000.0,-170.07
1582794900000.0,-331.25
1582801200000.0,-557.96
1582806300000.0,1720.41
1582808400000.0,162.97
1582814100000.0,220.23
1582819800000.0,-260.48
1582823700000.0,-743.03
1582830900000.0,1143.4
1582839600000.0,-445.18
1582843200000.0,228.75
1582848300000.0,-432.95
1582856100000.0,-618.91
1582868700000.0,-46.16
1582876800000.0,-267.63
1582882500000.0,-750.91
1582884300000.0,-667.63
1582887600000.0,-447.16
1582892100000.0,143.03
1582894200000.0,-51.38
1582896000000.0,-141.19
1582899900000.0,-882.61
1582904100000.0,196.34
1582909500000.0,-662.34
1582914600000.0,-261.53
1582921200000.0,397.06
1582929900000.0,175.77
1582936200000.0,366.53
1582947900000.0,-883.37
1582958700000.0,-860.44
1582970400000.0,-227.19
1582977300000.0,1285.66
1582986000000.0,240.12
1582991700000.0,152.05
1583002200000.0,-585.28
1583018100000.0,18.36
1583022900000.0,-660.34
1583028300000.0,770.03
1583037000000.0,348.19
1583047200000.0,449.37
1583054700000.0,-748.07
1583064000000.0,-641.97
1583065500000.0,788.58
1583067900000.0,-488.23
1583073600000.0,694.39
1583080500000.0,-334.39
1583083500000.0,435.95
1583089500000.0,-690.42
1583093400000.0,24.83
1583102100000.0,461.88
1583108700000.0,-607.09
1583117700000.0,-688.16
1583127000000.0,-492.99
1583133900000.0,392.2
1583142300000.0,195.12
1583146800000.0,-535.88
1583153100000.0,-523.32
1583156400000.0,-912.4
1583159700000.0,-328.76
1583163600000.0,-473.16
1583168700000.0,-44.72
1583175000000.0,420.03
1583184000000.0,-65.93
1583190600000.0,52.93
1583196900000.0,-926.41
1583208000000.0,-203.9
1583218800000.0,-789.87
1583223900000.0,-937.94
1583230800000.0,60.89
1583237100000.0,1174.89
1583241000000.0,-192.34
1583246400000.0,-734.18
1583248200000.0,1577.87
1583249100000.0,185.63
1583253000000.0,-713.86
1583260800000.0,100.41
1583271600000.0,492.11
1583283900000.0,-834.63
1583294400000.0,-891.14
1583305800000.0,-140.83
1583316000000.0,270.95
1583322900000.0,-109.93
1583332200000.0,-903.52
1583335500000.0,484.65
1583341500000.0,-843.49
1583355000000.0,-821.27
1583368500000.0,183.98
1583371200000.0,-968.98
1583376900000.0,-893.85
1583382600000.0,77.25
1583391300000.0,-45.05
1583400600000.0,-827.99
1583403900000.0,-457.52
1583408700000.0,148.51
1583414100000.0,-886.45
1583420700000.0,-72.58
1583426700000.0,155.31
1583436900000.0,51.5
1583441700000.0,-992.97
1583451300000.0,-547.78
1583456700000.0,-482.39
1583467500000.0,-102.24
1583475000000.0,171.31
1583482800000.0,-150.58
1583492100000.0,445.28
1583497500000.0,-79.44
1583504100000.0,-158.29
1583510700000.0,352.58
1583523300000.0,46.6
1583536800000.0,220.41
1583547000000.0,189.48
1583561700000.0,-883.43
1583575200000.0,-82.81
1583584800000.0,25.58
1583597100000.0,220.0
1583599500000.0,1049.43
1583600700000.0,286.73
1583603700000.0,427.37
1583606400000.0,496.88
1583616900000.0,967.99
1583627100000.0,-9.71
1583632800000.0,-533.45
1583644800000.0,-29.23
1583658600000.0,390.49
1583667000000.0,236.45
1583673300000.0,-598.27
1583678100000.0,1934.46
1583680500000.0,859.12
1583681700000.0,-948.95
1583682600000.0,837.92
1583684400000.0,17.56
1583685000000.0,-699.07
1583686200000.0,-495.71
1583689200000.0,-252.51
1583694900000.0,168.33
1583704800000.0,-146.43
1583709000000.0,1334.73
1583711400000.0,238.77
1583712600000.0,440.62
1583717100000.0,234.89
1583723700000.0,1290.34
1583727300000.0,760.73
1583728500000.0,-343.42
1583731500000.0,-908.21
1583732400000.0,440.75
1583733600000.0,337.82
1583736300000.0,439.06
1583741400000.0,-61.76
1583748000000.0,1906.56
1583752500000.0,-640.78
1583755800000.0,-66.18
1583759100000.0,-470.42
1583762100000.0,-596.11
1583764200000.0,-80.69
1583766900000.0,-496.86
1583768700000.0,153.3
1583770800000.0,488.08
1583772600000.0,-877.69
1583776500000.0,-249.15
1583781900000.0,75.88
1583786100000.0,-418.76
1583795400000.0,-948.09
1583802000000.0,-622.47
1583809500000.0,-388.43
1583819700000.0,-524.21
1583828100000.0,413.9
1583836200000.0,-840.68
1583837700000.0,30.0
1583840100000.0,-307.57
1583844300000.0,846.95
1583847900000.0,246.79
1583851800000.0,1431.9
1583854500000.0,-891.54
1583855100000.0,-979.01
1583856300000.0,312.79
1583860500000.0,-719.65
1583865300000.0,-401.34
1583870700000.0,357.76
1583875500000.0,-177.99
1583880600000.0,399.69
1583884500000.0,47.7
1583893800000.0,-693.72
1583905200000.0,-620.07
1583912100000.0,-628.37
1583916000000.0,290.46
1583922600000.0,-673.99
1583928300000.0,3.63
1583934300000.0,-368.54
1583940600000.0,327.4
1583943600000.0,634.26
1583946900000.0,-848.15
1583949600000.0,-798.24
1583951700000.0,-738.53
1583954100000.0,-808.21
1583958600000.0,442.81
1583966100000.0,-193.24
1583968800000.0,161.52
1583975400000.0,1523.06
1583978400000.0,-769.26
1583979900000.0,-572.68
1583982300000.0,1782.94
1583986800000.0,-955.49
1583991300000.0,984.3
1583995200000.0,549.02
1583997300000.0,-397.08
1583998500000.0,514.02
1584001200000.0,191.01
1584003900000.0,1895.47
1584008400000.0,1375.69
1584009300000.0,760.25
1584009600000.0,1602.09
1584009900000.0,1743.64
1584010200000.0,1477.9
1584010800000.0,-186.3
1584011400000.0,1629.37
1584012600000.0,1361.53
1584013800000.0,-256.06
1584015000000.0,-400.47
1584016500000.0,373.35
1584018300000.0,606.35
1584020400000.0,-264.53
1584021900000.0,-311.53
1584024000000.0,1450.98
1584026400000.0,-411.38
1584029700000.0,219.73
1584033000000.0,237.15
1584036900000.0,764.66
1584042000000.0,1609.77
1584045300000.0,1796.76
1584046800000.0,914.31
1584049500000.0,-240.86
1584051300000.0,1260.81
1584054600000.0,1181.32
1584055500000.0,1822.12
1584055800000.0,759.68
1584056400000.0,1930.47
1584057000000.0,-318.5
1584057900000.0,1852.25
1584059400000.0,1928.6
1584061200000.0,287.7
1584063600000.0,565.95
1584064800000.0,1649.2
1584066000000.0,-455.84
1584067200000.0,530.24
1584068100000.0,-2.55
1584069600000.0,-113.73
1584070500000.0,1266.39
1584071700000.0,1898.16
1584073800000.0,-93.99
1584075900000.0,219.72
1584077400000.0,1456.05
1584079800000.0,-401.01
1584082500000.0,-586.7
1584085200000.0,-261.45
1584087000000.0,1404.43
1584088800000.0,-672.31
1584092700000.0,-450.68
1584094500000.0,1366.98
1584097500000.0,-966.17
1584099600000.0,443.91
1584102600000.0,1939.95
1584105000000.0,-970.23
1584106500000.0,501.27
1584107400000.0,-27.44
1584109200000.0,1490.37
1584111000000.0,939.23
1584111900000.0,225.55
1584113400000.0,1871.17
1584114600000.0,-258.01
1584115500000.0,-633.45
1584117600000.0,1041.76
1584120000000.0,626.95
1584123300000.0,803.88
1584125700000.0,1227.51
1584128100000.0,-427.45
1584129300000.0,-399.47
1584131100000.0,-478.2
1584135300000.0,-517.63
1584139500000.0,305.05
1584143100000.0,-764.65
1584146700000.0,-646.04
1584151200000.0,229.78
1584156000000.0,-450.13
1584161100000.0,1093.51
1584167700000.0,553.02
1584173700000.0,434.87
1584178800000.0,-911.23
1584183000000.0,238.68
1584187800000.0,-84.36
1584193800000.0,-61.16
1584199800000.0,-685.03
1584203700000.0,-829.41
1584211200000.0,761.67
1584219000000.0,1721.88
1584225900000.0,1258.78
1584228300000.0,-89.25
1584231600000.0,-14.21
1584237300000.0,12.86
1584247800000.0,328.84
1584258600000.0,375.6
1584267900000.0,-841.83
1584272400000.0,898.49
1584275400000.0,243.11
1584279300000.0,28.74
1584287700000.0,-739.73
1584294600000.0,296.15
1584300300000.0,1290.38
1584305100000.0,-639.1
1584307200000.0,237.32
1584308700000.0,-143.94
